        Name,Clock.Today,ExtraVariables.Script.AccumPlantN,ExtraVariables.Script.AccumMineralisation,ExtraVariables.Script.AccumDenit,ExtraVariables.Script.AccumFert,ExtraVariables.Script.AccumLeach,ExtraVariables.Script.AccumDetach,ExtraVariables.Script.DeltaSoilOMN,ExtraVariables.Script.DeltaSurfaceOMN,ExtraVariables.Script.DeltaSoilMineralN,ExtraVariables.Script.SWC,ExtraVariables.Script.DUL,ExtraVariables.Script.OutFlowLat,ExtraVariables.Script.AccumEO,ExtraVariables.Script.AccumEP,ExtraVariables.Script.AccumES,ExtraVariables.Script.AccumDrainage,ExtraVariables.Script.AccumRunoff,ExtraVariables.Script.AccumRainfall,ExtraVariables.Script.AccumIrrigation,ExtraVariables.Script.AccumOutflowLat,ExtraVariables.Script.SoilWaterDeficit,ExtraVariables.Script.SoilNitrogenContent,ExtraVariables.Script.FomN,ExtraVariables.Script.HumN,ExtraVariables.Script.BiomN,ExtraVariables.Script.DltNMinRes,ExtraVariables.Script.DltNMinTot,MicroClimate.net_radn,MicroClimate.peta,MicroClimate.petr,Soil.SoilWater.Drainage,Soil.SoilWater.Runoff,Soil.SoilWater.Eo,Soil.SoilWater.Es,Soil.SoilWater.pond,Soil.SoilWater.SWmm(1),Soil.SoilWater.SWmm(2),Soil.SoilWater.SWmm(3),Soil.SoilWater.SWmm(4),Soil.SoilWater.SWmm(5),Soil.SoilWater.SWmm(6),Soil.NO3N(1),Soil.NO3N(2),Soil.NO3N(3),Soil.NO3N(4),Soil.NO3N(5),Soil.NO3N(6),MCSP.Leaf.Live.Wt,MCSP.Root.Live.Wt,MCSP.Product.Live.Wt,MCSP.Leaf.Live.N,MCSP.Root.Live.N,MCSP.Product.Live.N,MCSP.Leaf.Live.NConc,MCSP.Root.Live.NConc,MCSP.Product.Live.NConc,MCSP.Root.WaterSupply,MCSP.Root.WaterUptake,MCSP.Leaf.Transpiration,MCSP.Leaf.WaterDemand,MCSP.Root.Depth,MCSP.Leaf.CoverTotal,MCSP.Leaf.CoverDead,MCSP.Leaf.LAI,MCSP.Leaf.Height,MCSP.Leaf.PotentialBiomass.Value,MCSP.Product.LiveFWt,MCSP.OrganArbitrator.NDemand,MCSP.OrganArbitrator.NSupply,MCSP.Leaf.Fw,MCSP.Leaf.Fn,MCSP.Summariser.Total.Wt,MCSP.ExpectedYield.Value,MCSP.DryYield.Value,MCSP.TotalBiomassAtStartReproductive.Value,MCSP.TotalBiomassAtStartSenescence.Value,MCSP.Ymax.Value,MCSP.Summariser.Total.N,MCSP.OrganArbitrator.DMSupply,MCSP.OrganArbitrator.DMDemand,MCSP.Phenology.AccumulatedThermalTime.Value
MCSPTestBase, 1999-01-23,                         -111.916,                                   21.505,                          -4.634,                         50.000,                          -9.880,                            0.000,                            13.270,                               -8.967,                                -80.734,                  269.801,                  285.000,                           0.000,                     -433.468,                     -201.299,                     -119.831,                            -66.615,                            0.000,                             81.800,                              295.000,                                0.000,                               -10.077,                                  229.266,                     9.729,                 14785.910,                    189.612,                          -0.077,                           0.378,               15.954,            0.944,            3.310,                  0.001,                0.000,            4.717,            0.867,                   ,                31.939,                62.196,                83.035,                44.631,                30.000,                18.001,       2.855,      20.454,     150.451,      36.521,      11.532,       4.858,          753.922,          142.161,             523.730,           3.770,           1.279,              6.285,               0.005,               0.009,                  0.012,                     ,                4.254,                  4.254,                4.254,        758.362,               0.970,              0.000,        6.986,         150.000,                          14.389,               0.000,                       0.140,                       0.140,       1.000,       1.000,                1419.814,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 11.334,                       13.815,                       13.815,                                   1471.524
MCSPTestBase, 1999-01-24,                         -113.320,                                   21.881,                          -4.634,                         50.000,                          -9.881,                            0.000,                            13.010,                               -8.997,                                -81.849,                  263.526,                  285.000,                           0.000,                     -439.546,                     -205.553,                     -120.950,                            -66.615,                            0.000,                             82.100,                              295.000,                                0.000,                               -15.199,                                  228.151,                     9.618,                 14785.779,                    189.632,                          -0.085,                           0.375,               20.006,            1.044,            4.412,                  0.000,                0.000,            6.078,            1.119,                   ,                30.079,                59.194,                81.771,                44.483,                30.000,                18.000,       2.876,      19.739,     149.239,      37.203,      11.533,       4.859,          757.077,          143.600,             533.525,           3.785,           1.292,              6.402,               0.005,               0.009,                  0.012,                     ,                5.456,                  5.456,                5.456,        766.637,               0.970,              0.000,        6.989,         150.000,                          15.115,               0.000,                       0.146,                       0.146,       1.000,       1.000,                1434.203,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 11.480,                       14.389,                       14.389,                                   1488.074
MCSPTestBase, 1999-01-25,                         -114.783,                                   22.234,                          -4.634,                         50.000,                          -9.881,                            0.000,                            12.788,                               -9.030,                                -83.056,                  256.310,                  285.000,                           0.000,                     -446.178,                     -211.009,                     -122.172,                            -66.616,                            0.000,                             82.100,                              295.000,                                0.000,                               -21.474,                                  226.944,                     9.511,                 14785.651,                    189.654,                          -0.097,                           0.353,               21.593,            1.132,            4.861,                  0.000,                0.000,            6.632,            1.222,                   ,                28.287,                56.122,                79.533,                44.369,                30.000,                18.000,       3.011,      19.068,     147.283,      38.159,      11.533,       4.860,          757.077,          145.112,             547.128,           3.785,           1.306,              6.566,               0.005,               0.009,                  0.012,                     ,                5.993,                  5.993,                5.993,        775.437,               0.000,              0.000,        0.000,         150.000,                          15.164,               0.000,                       0.177,                       0.177,       1.000,       1.000,                1449.317,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 11.657,                       15.115,                       15.115,                                   1505.674
MCSPTestBase, 1999-01-26,                         -116.551,                                   22.580,                          -4.634,                         50.000,                          -9.881,                            0.000,                            12.575,                               -9.065,                                -84.577,                  250.477,                  285.000,                           0.000,                     -452.580,                     -217.002,                     -128.005,                            -66.616,                            0.000,                             82.100,                              295.000,                                0.000,                               -28.690,                                  225.423,                     9.398,                 14785.510,                    189.614,                          -0.099,                           0.346,               20.675,            0.000,            0.000,                  0.000,                0.000,            6.402,            5.833,                   ,                24.840,                53.393,                79.245,                45.000,                30.000,                18.000,       3.867,      18.006,     144.796,      39.339,      11.534,       4.860,          757.077,          146.628,             560.776,           3.785,           1.320,              6.729,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        784.012,               0.000,              0.000,        0.000,         150.000,                          13.905,               0.000,                       0.177,                       0.177,       1.000,       1.000,                1464.481,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 11.834,                       15.164,                       15.164,                                   1522.824
MCSPTestBase, 1999-01-27,                         -118.325,                                   22.952,                          -4.634,                         50.000,                          -9.881,                            0.000,                            12.282,                               -9.085,                                -86.038,                  247.791,                  285.000,                           0.000,                     -455.376,                     -217.002,                     -130.691,                            -66.616,                            0.000,                             82.100,                              295.000,                                0.000,                               -34.523,                                  223.962,                     9.281,                 14785.357,                    189.523,                          -0.058,                           0.371,                9.558,            0.000,            0.000,                  0.000,                0.000,            2.796,            2.686,                   ,                23.575,                51.944,                79.273,                45.000,                30.000,                18.000,       4.409,      17.440,     143.476,      39.350,      11.535,       4.861,          757.077,          148.019,             573.290,           3.785,           1.332,              6.879,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        790.562,               0.000,              0.000,        0.000,         150.000,                          10.063,               0.000,                       0.163,                       0.163,       1.000,       1.000,                1478.386,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 11.997,                       13.905,                       13.905,                                   1535.924
MCSPTestBase, 1999-01-28,                         -119.952,                                   23.345,                          -4.634,                         50.000,                          -9.881,                            0.000,                            11.921,                               -9.093,                                -87.295,                  244.704,                  285.000,                           0.000,                     -458.890,                     -217.002,                     -133.778,                            -66.616,                            0.000,                             82.100,                              295.000,                                0.000,                               -37.209,                                  222.705,                     9.171,                 14785.206,                    189.440,                          -0.025,                           0.394,               11.314,            0.000,            0.000,                  0.000,                0.000,            3.514,            3.088,                   ,                21.624,                51.015,                79.065,                45.000,                30.000,                18.000,       4.877,      17.421,     142.144,      39.361,      11.536,       4.862,          757.077,          149.025,             582.347,           3.785,           1.341,              6.988,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        798.937,               0.000,              0.000,        0.000,         150.000,                          12.188,               0.000,                       0.118,                       0.118,       1.000,       1.000,                1488.449,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 12.115,                       10.063,                       10.063,                                   1552.674
MCSPTestBase, 1999-01-29,                         -121.130,                                   23.721,                          -4.634,                         50.000,                          -9.881,                            0.000,                            11.577,                               -9.101,                                -88.121,                  243.309,                  285.000,                           0.000,                     -462.751,                     -217.002,                     -135.173,                            -66.616,                            0.000,                             82.100,                              295.000,                                0.000,                               -40.296,                                  221.879,                     9.066,                 14785.059,                    189.338,                          -0.023,                           0.375,               12.337,            0.000,            0.000,                  0.000,                0.000,            3.861,            1.395,                   ,                21.190,                50.385,                78.733,                45.000,                30.000,                18.000,       5.295,      17.635,     140.384,      39.373,      11.537,       4.863,          757.077,          150.244,             593.316,           3.785,           1.352,              7.120,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        807.612,               0.000,              0.000,        0.000,         150.000,                          11.854,               0.000,                       0.143,                       0.143,       1.000,       1.000,                1500.637,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 12.257,                       12.188,                       12.188,                                   1570.024
MCSPTestBase, 1999-01-30,                         -122.556,                                   24.082,                          -4.634,                         50.000,                          -9.881,                            0.000,                            11.222,                               -9.103,                                -89.190,                  242.131,                  285.000,                           0.000,                     -469.651,                     -217.002,                     -136.651,                            -66.616,                            0.000,                             82.400,                              295.000,                                0.000,                               -41.691,                                  220.810,                     8.952,                 14784.894,                    189.217,                          -0.005,                           0.361,               20.021,            0.000,            0.000,                  0.000,                0.000,            6.900,            1.477,                   ,                20.870,                49.920,                78.341,                45.000,                30.000,                18.000,       5.707,      18.003,     138.567,      39.385,      11.538,       4.865,          757.077,          151.429,             603.985,           3.785,           1.363,              7.248,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        819.112,               0.000,              0.000,        0.000,         150.000,                          14.566,               0.000,                       0.139,                       0.139,       1.000,       1.000,                1512.491,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 12.396,                       11.854,                       11.854,                                   1593.024
MCSPTestBase, 1999-01-31,                         -123.943,                                   24.482,                          -4.634,                         50.000,                          -9.881,                            0.000,                            10.822,                               -9.103,                                -90.177,                  262.528,                  285.000,                           0.000,                     -470.799,                     -217.002,                     -137.754,                            -66.616,                            0.000,                            103.900,                              295.000,                                0.000,                               -42.869,                                  219.823,                     8.827,                 14784.729,                    189.243,                           0.000,                           0.400,                3.306,            0.000,            0.000,                  0.000,                0.000,            1.148,            1.104,                   ,                30.196,                59.038,                80.294,                45.000,                30.000,                18.000,       4.270,      18.654,     137.996,      39.399,      11.539,       4.866,          757.077,          152.886,             617.094,           3.785,           1.376,              7.405,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        829.387,               0.000,              0.000,        0.000,         150.000,                          11.970,               0.000,                       0.170,                       0.170,       1.000,       1.000,                1527.057,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 12.566,                       14.566,                       14.566,                                   1613.574
MCSPTestBase, 1999-02-01,                         -125.647,                                   24.936,                          -4.634,                         50.000,                          -9.881,                            0.000,                            10.558,                               -9.152,                                -91.568,                  259.046,                  285.000,                           0.000,                     -474.621,                     -217.002,                     -141.436,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -22.472,                                  218.432,                     8.708,                 14784.560,                    189.141,                          -0.140,                           0.454,               13.787,            0.000,            0.000,                  0.000,                0.000,            3.822,            3.682,                   ,                28.384,                56.400,                81.262,                45.000,                30.000,                18.000,       4.882,      17.759,     137.220,      39.411,      11.541,       4.867,          757.077,          154.083,             627.867,           3.785,           1.387,              7.534,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        835.087,               0.000,              0.000,        0.000,         150.000,                           6.238,               0.000,                       0.140,                       0.140,       1.000,       1.000,                1539.027,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 12.707,                       11.970,                       11.970,                                   1624.974
MCSPTestBase, 1999-02-02,                         -127.047,                                   25.373,                          -4.634,                         50.000,                          -9.881,                            0.000,                            10.169,                               -9.164,                                -92.567,                  253.825,                  285.000,                           0.000,                     -480.595,                     -217.002,                     -146.657,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -25.954,                                  217.433,                     8.593,                 14784.392,                    189.026,                          -0.036,                           0.437,               21.268,            0.000,            0.000,                  0.000,                0.000,            5.974,            5.221,                   ,                25.638,                53.775,                81.412,                45.000,                30.000,                18.000,       5.767,      16.996,     136.713,      39.424,      11.542,       4.868,          757.077,          154.707,             633.482,           3.785,           1.392,              7.602,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        841.037,               0.000,              0.000,        0.000,         150.000,                           6.220,               0.000,                       0.073,                       0.073,       1.000,       1.000,                1545.266,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 12.780,                        6.238,                        6.238,                                   1636.874
MCSPTestBase, 1999-02-03,                         -127.777,                                   25.804,                          -4.634,                         50.000,                          -9.881,                            0.000,                             9.771,                               -9.173,                                -92.890,                  250.233,                  285.000,                           0.000,                     -484.320,                     -217.002,                     -150.249,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -31.175,                                  217.110,                     8.484,                 14784.229,                    188.909,                          -0.025,                           0.432,               12.660,            0.000,            0.000,                  0.000,                0.000,            3.725,            3.592,                   ,                23.590,                52.440,                81.203,                45.000,                30.000,                18.000,       6.373,      16.909,     135.806,      39.437,      11.543,       4.870,          757.077,          155.329,             639.079,           3.785,           1.398,              7.669,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        847.962,               0.000,              0.000,        0.000,         150.000,                           6.878,               0.000,                       0.073,                       0.073,       1.000,       1.000,                1551.485,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 12.852,                        6.220,                        6.220,                                   1650.724
MCSPTestBase, 1999-02-04,                         -128.505,                                   26.223,                          -4.634,                         50.000,                          -9.881,                            0.000,                             9.382,                               -9.181,                                -93.222,                  248.357,                  285.000,                           0.000,                     -490.660,                     -217.002,                     -152.125,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -34.767,                                  216.778,                     8.388,                 14784.083,                    188.787,                          -0.022,                           0.419,               20.970,            0.000,            0.000,                  0.000,                0.000,            6.340,            1.876,                   ,                22.911,                51.621,                80.825,                45.000,                30.000,                18.000,       6.867,      17.173,     134.547,      39.448,      11.545,       4.871,          757.077,          156.016,             645.269,           3.785,           1.404,              7.743,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        855.737,               0.000,              0.000,        0.000,         150.000,                           7.280,               0.000,                       0.080,                       0.080,       1.000,       1.000,                1558.363,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 12.933,                        6.878,                        6.878,                                   1666.274
MCSPTestBase, 1999-02-05,                         -129.310,                                   26.592,                          -4.634,                         50.000,                          -9.881,                            0.000,                             9.018,                               -9.182,                                -93.661,                  246.968,                  285.000,                           0.000,                     -497.006,                     -217.002,                     -153.514,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -36.643,                                  216.339,                     8.294,                 14783.935,                    188.658,                          -0.004,                           0.369,               19.826,            0.000,            0.000,                  0.000,                0.000,            6.346,            1.389,                   ,                22.543,                51.057,                80.368,                45.000,                30.000,                18.000,       7.320,      17.604,     133.129,      39.460,      11.546,       4.872,          757.077,          156.744,             651.821,           3.785,           1.411,              7.822,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        865.087,               0.000,              0.000,        0.000,         150.000,                           8.167,               0.000,                       0.085,                       0.085,       1.000,       1.000,                1565.642,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.018,                        7.280,                        7.280,                                   1684.974
MCSPTestBase, 1999-02-06,                         -130.161,                                   26.965,                          -4.634,                         50.000,                          -9.881,                            0.000,                             8.646,                               -9.182,                                -94.140,                  245.795,                  285.000,                           0.000,                     -502.136,                     -217.002,                     -154.687,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -38.032,                                  215.860,                     8.190,                 14783.768,                    188.512,                           0.000,                           0.372,               15.945,            0.000,            0.000,                  0.000,                0.000,            5.130,            1.173,                   ,                22.284,                50.629,                79.881,                45.000,                30.000,                18.000,       7.768,      18.110,     131.594,      39.473,      11.547,       4.873,          757.077,          157.561,             659.171,           3.785,           1.418,              7.910,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        874.587,               0.000,              0.000,        0.000,         150.000,                           7.681,               0.000,                       0.096,                       0.096,       1.000,       1.000,                1573.810,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.113,                        8.167,                        8.167,                                   1703.974
MCSPTestBase, 1999-02-07,                         -131.117,                                   27.382,                          -4.634,                         50.000,                          -9.881,                            0.000,                             8.229,                               -9.182,                                -94.679,                  244.760,                  285.000,                           0.000,                     -508.972,                     -217.002,                     -155.722,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -39.205,                                  215.321,                     8.078,                 14783.584,                    188.350,                           0.000,                           0.417,               20.794,            0.000,            0.000,                  0.000,                0.000,            6.837,            1.035,                   ,                22.091,                50.281,                79.388,                45.000,                30.000,                18.000,       8.225,      18.659,     130.115,      39.487,      11.549,       4.875,          757.077,          158.329,             666.085,           3.785,           1.425,              7.993,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        884.862,               0.000,              0.000,        0.000,         150.000,                           7.655,               0.000,                       0.090,                       0.090,       1.000,       1.000,                1581.491,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.203,                        7.681,                        7.681,                                   1724.524
MCSPTestBase, 1999-02-08,                         -132.016,                                   27.839,                          -4.634,                         50.000,                          -9.881,                            0.000,                             7.771,                               -9.182,                                -95.120,                  243.824,                  285.000,                           0.000,                     -515.035,                     -217.002,                     -156.658,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -40.240,                                  214.880,                     7.960,                 14783.387,                    188.173,                           0.000,                           0.457,               18.794,            0.000,            0.000,                  0.000,                0.000,            6.063,            0.936,                   ,                21.940,                49.982,                78.902,                45.000,                30.000,                18.000,       8.689,      19.214,     128.671,      39.503,      11.551,       4.876,          757.077,          159.095,             672.974,           3.785,           1.432,              8.076,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        894.562,               0.000,              0.000,        0.000,         150.000,                           6.647,               0.000,                       0.090,                       0.090,       1.000,       1.000,                1589.146,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.293,                        7.655,                        7.655,                                   1743.924
MCSPTestBase, 1999-02-09,                         -132.911,                                   28.330,                          -4.634,                         50.000,                          -9.881,                            0.000,                             7.280,                               -9.182,                                -95.525,                  242.962,                  285.000,                           0.000,                     -521.290,                     -217.002,                     -157.520,                            -66.616,                            0.000,                            104.100,                              295.000,                                0.000,                               -41.176,                                  214.475,                     7.843,                 14783.187,                    187.993,                           0.000,                           0.491,               19.436,            0.000,            0.000,                  0.000,                0.000,            6.255,            0.861,                   ,                21.818,                49.714,                78.430,                45.000,                30.000,                18.000,       9.153,      19.766,     127.358,      39.520,      11.553,       4.878,          757.077,          159.759,             678.956,           3.785,           1.438,              8.147,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        904.162,               0.000,              0.000,        0.000,         150.000,                           6.064,               0.000,                       0.078,                       0.078,       1.000,       1.000,                1595.793,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.371,                        6.647,                        6.647,                                   1763.124
MCSPTestBase, 1999-02-10,                         -133.689,                                   28.828,                          -4.634,                         50.000,                          -9.881,                            0.000,                             6.782,                               -9.182,                                -95.805,                  268.543,                  285.000,                           0.000,                     -523.798,                     -217.002,                     -159.939,                            -66.616,                            0.000,                            104.100,                              323.000,                                0.000,                               -42.038,                                  214.195,                     7.731,                 14783.001,                    187.912,                           0.000,                           0.498,                8.139,            0.000,            0.000,                  0.000,                0.000,            2.508,            2.419,                   ,                32.171,                62.211,                81.161,                45.000,                30.000,                18.000,       6.424,      21.562,     128.008,      39.535,      11.555,       4.880,          757.077,          160.366,             684.414,           3.785,           1.443,              8.213,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        912.187,               0.000,              0.000,        0.000,         150.000,                           4.703,               0.000,                       0.071,                       0.071,       1.000,       1.000,                1601.857,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.442,                        6.064,                        6.064,                                   1779.174
MCSPTestBase, 1999-02-11,                         -134.398,                                   29.318,                          -4.634,                         50.000,                          -9.881,                            0.000,                             6.404,                               -9.211,                                -96.107,                  263.886,                  285.000,                           0.000,                     -528.619,                     -217.002,                     -164.596,                            -66.616,                            0.000,                            104.100,                              323.000,                                0.000,                               -16.457,                                  213.893,                     7.627,                 14782.825,                    187.819,                          -0.082,                           0.489,               15.644,            0.000,            0.000,                  0.000,                0.000,            4.821,            4.657,                   ,                29.708,                58.635,                82.543,                45.000,                30.000,                18.000,       7.311,      20.383,     128.144,      39.550,      11.557,       4.882,          757.077,          160.836,             688.647,           3.785,           1.448,              8.264,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        920.537,               0.000,              0.000,        0.000,         150.000,                           4.562,               0.000,                       0.055,                       0.055,       1.000,       1.000,                1606.560,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.497,                        4.703,                        4.703,                                   1795.874
MCSPTestBase, 1999-02-12,                         -134.949,                                   29.780,                          -4.634,                         50.000,                          -9.881,                            0.000,                             6.031,                               -9.234,                                -96.261,                  259.394,                  285.000,                           0.000,                     -535.037,                     -217.002,                     -169.088,                            -66.616,                            0.000,                            104.100,                              323.000,                                0.000,                               -21.114,                                  213.739,                     7.528,                 14782.651,                    187.699,                          -0.066,                           0.462,               20.540,            0.000,            0.000,                  0.000,                0.000,            6.418,            4.493,                   ,                27.750,                55.686,                82.957,                45.000,                30.000,                18.000,       8.310,      19.428,     127.948,      39.564,      11.559,       4.883,          757.077,          161.292,             692.753,           3.785,           1.452,              8.313,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        929.237,               0.000,              0.000,        0.000,         150.000,                           4.417,               0.000,                       0.053,                       0.053,       1.000,       1.000,                1611.122,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.550,                        4.562,                        4.562,                                   1813.274
MCSPTestBase, 1999-02-13,                         -135.482,                                   30.230,                          -4.634,                         50.000,                          -9.881,                            0.000,                             5.637,                               -9.248,                                -96.386,                  256.867,                  285.000,                           0.000,                     -540.438,                     -217.002,                     -171.615,                            -66.616,                            0.000,                            104.100,                              323.000,                                0.000,                               -25.606,                                  213.614,                     7.433,                 14782.479,                    187.546,                          -0.041,                           0.450,               17.933,            0.000,            0.000,                  0.000,                0.000,            5.402,            2.526,                   ,                26.770,                54.173,                82.924,                45.000,                30.000,                18.000,       8.967,      19.009,     127.569,      39.578,      11.561,       4.885,          757.077,          161.734,             696.728,           3.785,           1.456,              8.361,               0.005,               0.009,                  0.012,                     ,                0.000,                  0.000,                0.000,        936.787,               0.000,              0.000,        0.000,         150.000,                           3.573,               0.000,                       0.052,                       0.052,       1.000,       1.000,                1615.539,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                 13.602,                        4.417,                        4.417,                                   1828.374
